         5864117 function calls (5727303 primitive calls) in 13.246 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.003    0.003 branchings.py:1(<module>)
   194/68    0.000    0.000    0.003    0.000 facts.py:308(process_rule)
        1    0.000    0.000    0.003    0.003 arpack.py:1(<module>)
        4    0.002    0.000    0.003    0.001 _codata.py:1503(parse_constants_2002to2014)
        1    0.000    0.000    0.003    0.003 initialise.py:37(init)
      303    0.000    0.000    0.003    0.000 docscrape.py:558(dedent_lines)
        2    0.000    0.000    0.003    0.001 initialise.py:111(wrap_stream)
      222    0.001    0.000    0.003    0.000 _known_annotated_metadata.py:361(collect_known_metadata)
        2    0.000    0.000    0.003    0.001 ansitowin32.py:81(__init__)
        4    0.000    0.000    0.003    0.001 polynomial.py:1(<module>)
        2    0.000    0.000    0.003    0.001 connection.py:1(<module>)
      295    0.001    0.000    0.003    0.000 overrides.py:83(verify_matching_signatures)
        4    0.000    0.000    0.003    0.001 wrapper.py:129(wrap_arrays)
        1    0.000    0.000    0.003    0.003 tape_mpl.py:1(<module>)
      116    0.000    0.000    0.003    0.000 typing.py:1194(__getitem__)
        1    0.000    0.000    0.003    0.003 series.py:263(Series)
        1    0.000    0.000    0.003    0.003 groupby.py:1(<module>)
7616/7446    0.002    0.000    0.003    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.003    0.003 rootoftools.py:1(<module>)
        1    0.000    0.000    0.003    0.003 mathtext.py:1(<module>)
    38125    0.003    0.000    0.003    0.000 {built-in method builtins.callable}
     2998    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.003    0.003 cache_manager.py:1(<module>)
    22969    0.003    0.000    0.003    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.003    0.003 functools.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _array_like.py:1(<module>)
      141    0.000    0.000    0.003    0.000 core.py:1352(__add__)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
       32    0.000    0.000    0.002    0.000 colors.py:1048(from_list)
       41    0.000    0.000    0.002    0.000 _make.py:335(_make_attr_tuple_class)
        1    0.000    0.000    0.002    0.002 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.002    0.002 array_manager.py:1(<module>)
        4    0.000    0.000    0.002    0.001 core.py:5684(srange)
      828    0.001    0.000    0.002    0.000 ntpath.py:229(splitext)
        3    0.000    0.000    0.002    0.001 basis.py:1(<module>)
      420    0.001    0.000    0.002    0.000 decorators.py:823(__call__)
    27/24    0.000    0.000    0.002    0.000 core.py:4889(parseImpl)
        1    0.000    0.000    0.002    0.002 utils.py:240(is_multi_byte_encoding)
        1    0.000    0.000    0.002    0.002 process_mechanism.py:1(<module>)
     9392    0.002    0.000    0.002    0.000 inspect.py:823(<genexpr>)
     2311    0.002    0.000    0.002    0.000 typing.py:1902(get_origin)
   158/68    0.000    0.000    0.002    0.000 facts.py:325(_process_rule)
        1    0.000    0.000    0.002    0.002 domain.py:1(<module>)
       15    0.000    0.000    0.002    0.000 _bunch.py:33(_make_tuple_bunch)
      412    0.000    0.000    0.002    0.000 colors.py:221(is_color_like)
        1    0.000    0.000    0.002    0.002 configparser.py:1(<module>)
        1    0.000    0.000    0.002    0.002 engines.py:1(<module>)
        1    0.000    0.000    0.002    0.002 polyoptions.py:1(<module>)
        3    0.000    0.000    0.002    0.001 graph.py:1(<module>)
        6    0.000    0.000    0.002    0.000 npyio.py:475(save)
       14    0.000    0.000    0.002    0.000 _schema_generation_shared.py:95(generate_schema)
        2    0.000    0.000    0.002    0.001 line.py:1(<module>)
        3    0.000    0.000    0.002    0.001 qmc.py:1(<module>)
      429    0.000    0.000    0.002    0.000 ntpath.py:240(basename)
        1    0.000    0.000    0.002    0.002 solver.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hyper.py:1(<module>)
        3    0.000    0.000    0.002    0.001 markers.py:1(<module>)
        1    0.000    0.000    0.002    0.002 polysampler.py:1(<module>)
    22969    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.002    0.002 std.py:657(get_lock)
        1    0.000    0.000    0.002    0.002 std.py:92(__init__)
        1    0.000    0.000    0.002    0.002 std.py:118(create_mp_lock)
        1    0.000    0.000    0.002    0.002 dbapi2.py:1(<module>)
        1    0.000    0.000    0.002    0.002 hyperbolic.py:1(<module>)
     2684    0.002    0.000    0.002    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.002    0.002 boolalg.py:1(<module>)
      131    0.001    0.000    0.002    0.000 facts.py:499(deduce_all_facts)
        1    0.000    0.000    0.002    0.002 context.py:70(RLock)
    11109    0.002    0.000    0.002    0.000 enum.py:678(__new__)
       18    0.000    0.000    0.002    0.000 _core_utils.py:221(handle_definitions_schema)
     2679    0.001    0.000    0.002    0.000 cbook.py:405(_strip_comment)
        2    0.000    0.000    0.002    0.001 pywintypes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 formal.py:1(<module>)
       26    0.000    0.000    0.002    0.000 __init__.py:2135(safe_listdir)
       27    0.002    0.000    0.002    0.000 {method 'readlines' of '_io._IOBase' objects}
        5    0.000    0.000    0.002    0.000 computation.py:937(_decode)
        1    0.000    0.000    0.002    0.002 hmac.py:1(<module>)
       58    0.000    0.000    0.002    0.000 typing.py:1490(__instancecheck__)
        5    0.000    0.000    0.002    0.000 adapters.py:331(get_connection)
     6428    0.002    0.000    0.002    0.000 inspect.py:2969(<genexpr>)
    16303    0.002    0.000    0.002    0.000 {method 'get' of 'mappingproxy' objects}
        2    0.000    0.000    0.002    0.001 linsolve.py:1(<module>)
        6    0.000    0.000    0.002    0.000 _common.py:1(<module>)
        2    0.000    0.000    0.002    0.001 fix_variables.py:1(<module>)
      154    0.000    0.000    0.002    0.000 abc.py:110(register)
      414    0.001    0.000    0.002    0.000 version.py:293(__str__)
        2    0.000    0.000    0.002    0.001 winterm.py:178(enable_vt_processing)
     2952    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:826(find_spec)
        2    0.000    0.000    0.002    0.001 modules.py:1(<module>)
      398    0.000    0.000    0.002    0.000 __init__.py:381(<genexpr>)
      430    0.001    0.000    0.002    0.000 docscrape.py:74(read_to_condition)
     6966    0.002    0.000    0.002    0.000 sre_parse.py:287(tell)
        2    0.000    0.000    0.002    0.001 subprocess.py:1(<module>)
     2924    0.000    0.000    0.002    0.000 __init__.py:2379(_normalize_cached)
        1    0.000    0.000    0.002    0.002 factor_.py:1(<module>)
       83    0.000    0.000    0.002    0.000 typing.py:1323(__class_getitem__)
        3    0.000    0.000    0.002    0.001 events.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _tricontour.py:1(<module>)
        5    0.000    0.000    0.002    0.000 solver.py:185(decode_response)
      539    0.000    0.000    0.002    0.000 wrapper.py:57(tensor_wrapper)
       12    0.000    0.000    0.002    0.000 pathlib.py:1064(resolve)
       85    0.001    0.000    0.002    0.000 utils.py:25(_toposort)
      353    0.001    0.000    0.002    0.000 inspect.py:663(_finddoc)
      154    0.000    0.000    0.002    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.002    0.000 solver.py:179(_decode_qp)
       19    0.000    0.000    0.002    0.000 _decorators.py:294(decorate)
      143    0.000    0.000    0.002    0.000 core.py:3783(__init__)
      481    0.001    0.000    0.002    0.000 sre_compile.py:435(_mk_bitmap)
      438    0.000    0.000    0.002    0.000 colors.py:275(to_rgba)
     8073    0.002    0.000    0.002    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.002    0.002 _docscrape.py:1(<module>)
8241/8174    0.002    0.000    0.002    0.000 logic.py:239(__eq__)
       35    0.000    0.000    0.002    0.000 rcsetup.py:118(<listcomp>)
      241    0.000    0.000    0.002    0.000 rcsetup.py:304(validate_color_for_prop_cycle)
        1    0.000    0.000    0.002    0.002 version.py:159(Version)
        5    0.000    0.000    0.002    0.000 chain_strength.py:39(uniform_torque_compensation)
      587    0.001    0.000    0.002    0.000 symbol.py:285(__new__)
        5    0.001    0.000    0.002    0.000 coders.py:210(decode_qp_numpy)
       78    0.000    0.000    0.002    0.000 typing.py:1208(__getitem_inner__)
        1    0.000    0.000    0.002    0.002 ask.py:1(<module>)
      107    0.000    0.000    0.002    0.000 linecache.py:52(checkcache)
       34    0.000    0.000    0.002    0.000 _core_utils.py:122(collect_definitions)
        6    0.000    0.000    0.002    0.000 community_detection.py:28(__post_init__)
        1    0.000    0.000    0.002    0.002 lapack.py:1(<module>)
     1741    0.002    0.000    0.002    0.000 sre_compile.py:265(_compile_charset)
        3    0.000    0.000    0.002    0.001 _add_newdocs.py:1(<module>)
   561/34    0.001    0.000    0.002    0.000 _discriminated_union.py:45(inner)
      194    0.000    0.000    0.002    0.000 docscrape.py:216(_read_sections)
        6    0.000    0.000    0.002    0.000 community_detection.py:36(calculate_modularity_matrix)
        1    0.000    0.000    0.002    0.002 delta_functions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
        2    0.000    0.000    0.002    0.001 socks.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _linprog_util.py:1(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:336(Version)
     5821    0.002    0.000    0.002    0.000 {method 'copy' of 'dict' objects}
       23    0.000    0.000    0.002    0.000 sampleset.py:1220(data)
   561/34    0.000    0.000    0.002    0.000 _core_utils.py:125(_record_valid_refs)
        5    0.000    0.000    0.002    0.000 utils.py:199(get_netrc_auth)
      332    0.000    0.000    0.002    0.000 _migration.py:262(wrapper)
        5    0.000    0.000    0.002    0.000 poolmanager.py:356(connection_from_url)
        2    0.000    0.000    0.002    0.001 typing.py:1(<module>)
        3    0.000    0.000    0.002    0.001 win32.py:170(GetConsoleMode)
      325    0.000    0.000    0.002    0.000 function_base.py:497(add_newdoc)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
        1    0.000    0.000    0.002    0.002 scimath.py:1(<module>)
       19    0.000    0.000    0.002    0.000 _distn_infrastructure.py:3223(_attach_methods)
       18    0.000    0.000    0.002    0.000 rcsetup.py:690(cycler)
        6    0.000    0.000    0.002    0.000 parser.py:59(parsestr)
        2    0.000    0.000    0.002    0.001 inverse.py:1(<module>)
       45    0.000    0.000    0.002    0.000 typing.py:2249(<dictcomp>)
        1    0.000    0.000    0.002    0.002 dense_ndim_array.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _dtype_like.py:1(<module>)
        5    0.000    0.000    0.002    0.000 models.py:352(prepare)
        1    0.000    0.000    0.002    0.002 message.py:1(<module>)
        1    0.000    0.000    0.002    0.002 equality_constrained_sqp.py:1(<module>)
       10    0.000    0.000    0.002    0.000 sampleset.py:652(from_samples)
    12791    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.002    0.001 polynomials.py:1(<module>)
       92    0.001    0.000    0.002    0.000 fields.py:191(__init__)
        1    0.000    0.000    0.002    0.002 _docscrape.py:112(NumpyDocString)
      447    0.001    0.000    0.002    0.000 enum.py:986(__and__)
    16725    0.002    0.000    0.002    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.002    0.002 sprod.py:1(<module>)
        2    0.000    0.000    0.002    0.001 core.py:2340(close)
        1    0.000    0.000    0.002    0.002 relational.py:1(<module>)
        1    0.000    0.000    0.002    0.002 integrate.py:1(<module>)
        1    0.002    0.002    0.002    0.002 {method 'close' of 'sqlite3.Connection' objects}
        6    0.000    0.000    0.002    0.000 parser.py:41(parse)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
      868    0.000    0.000    0.002    0.000 re.py:187(match)
        1    0.000    0.000    0.002    0.002 ImagePalette.py:1(<module>)
    29769    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
        3    0.000    0.000    0.002    0.001 _constants.py:1(<module>)
        1    0.000    0.000    0.002    0.002 accessor.py:157(StringMethods)
       30    0.000    0.000    0.002    0.000 _docscrape.py:218(_parse_param_list)
        1    0.000    0.000    0.002    0.002 pydoc.py:1(<module>)
        2    0.000    0.000    0.002    0.001 cookies.py:1(<module>)
      398    0.000    0.000    0.002    0.000 __init__.py:389(<genexpr>)
      191    0.000    0.000    0.002    0.000 __init__.py:2525(_parse_extras)
   548/34    0.000    0.000    0.002    0.000 _core_utils.py:445(count_refs)
        5    0.000    0.000    0.002    0.000 homebase.py:93(user_config_dir)
      639    0.000    0.000    0.002    0.000 _inspect.py:96(getargspec)
     3529    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:165(__init__)
       39    0.000    0.000    0.002    0.000 core.py:595(set_parse_action)
     2689    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.002    0.002 cancel_inverses.py:1(<module>)
    70/29    0.001    0.000    0.002    0.000 _decorators.py:413(build)
       15    0.000    0.000    0.002    0.000 __init__.py:2362(normalize_path)
      167    0.001    0.000    0.002    0.000 logic.py:324(__new__)
        1    0.000    0.000    0.002    0.002 __init__.py:3145(parse)
       97    0.001    0.000    0.002    0.000 inspect.py:3206(__str__)
       32    0.000    0.000    0.002    0.000 _make.py:1732(_make_eq)
       94    0.000    0.000    0.002    0.000 enum.py:165(__prepare__)
      321    0.001    0.000    0.002    0.000 docscrape.py:174(_is_at_section)
        1    0.000    0.000    0.002    0.002 _methods.py:1(<module>)
   548/34    0.000    0.000    0.002    0.000 _core_utils.py:486(inline_refs)
        1    0.000    0.000    0.002    0.002 minorminer.py:1(<module>)
